image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox
dating (379),male,Dating,nan,jeans,shirt_blouse,nan,blue,brown,collar,hip_length,full_length,button,short,nan,"[131.49623, 209.6887, 413.39972, 516.3663]","[179.94835, 530.6689, 390.97003, 945.2303]"
dating (380),male,Dating,nan,jeans,t_shirt,nan,blue,black,collar,hip_length,full_length,pullover,short,nan,"[154.31924, 139.50919, 399.47897, 405.78345]","[179.74365, 393.25693, 353.08856, 774.40466]"
dating (381),male,Dating,nan,jeans,t_shirt,jacket,blue,brown,collar,hip_length,full_length,zip,long,nan,"[160.41905, 110.35132, 354.17157, 337.3351]","[184.72609, 317.90524, 311.6896, 585.03076]"
dating (382),male,Dating,nan,jeans,shirt_blouse,vest_waistcoat,blue,multi,collar,hip_length,full_length,button,long,nan,"[153.86945, 217.75723, 394.74722, 481.1723]","[205.09877, 422.1002, 350.8762, 794.4835]"
dating (383),male,Dating,nan,pants/trousers,shirt_blouse,nan,grey,blue,collar,hip_length,full_length,button,three_quarter,nan,"[171.81065, 157.21707, 417.87195, 539.5077]","[175.56325, 481.50217, 361.53778, 867.19543]"
dating (384),male,Dating,nan,jeans,shirt_blouse,nan,grey,blue,collar,hip_length,full_length,button,three_quarter,nan,"[171.81065, 157.21707, 417.87195, 539.5077]","[175.56325, 481.50217, 361.53778, 867.19543]"
dating (385),male,Dating,nan,jeans,t_shirt,jacket,white,black,collar,hip_length,full_length,button,long,nan,"[116.9853, 191.40192, 323.3986, 438.26294]","[132.56996, 420.3056, 289.01227, 702.3308]"
dating (386),male,Dating,nan,jeans,shirt_blouse,nan,grey,blue,collar,hip_length,full_length,button,short,nan,"[243.29398, 140.0385, 433.93765, 438.44266]","[223.56714, 399.05972, 378.5826, 726.4384]"
dating (387),male,Dating,nan,jeans,t_shirt,jacket,black,white,collar,hip_length,full_length,button,short,nan,"[103.79791, 147.08308, 305.7323, 422.0399]","[147.07571, 387.3099, 313.65237, 665.72284]"
dating (388),male,Dating,nan,jeans,t_shirt,jacket,blue,brown,round_neck,hip_length,full_length,zip,long,nan,"[106.72489, 181.00584, 408.5733, 595.829]","[143.66211, 486.34442, 379.9206, 909.26855]"
dating (389),male,Dating,nan,pants/trousers,shirt_blouse,coat,navy,brown,collar,thigh_length,full_length,button,long,nan,"[30.112032, 71.65991, 138.04427, 257.239]","[48.671097, 167.47205, 94.33293, 311.0]"
dating (390),male,Dating,nan,jeans,sweater,nan,navy,navy,turtleneck,hip_length,full_length,pullover,long,nan,"[176.20564, 124.4169, 395.06027, 375.10587]","[209.95834, 351.61926, 368.10135, 670.1736]"
dating (391),male,Dating,nan,jeans,t_shirt,coat,black,grey,collar,thigh_length,full_length,button,long,nan,"[128.97493, 177.33185, 292.27042, 407.76956]","[166.75803, 314.8188, 260.58575, 520.52]"
dating (392),male,Dating,nan,pants/trousers,sweater,blazer,navy,white,turtleneck,hip_length,full_length,button,long,nan,"[147.57304, 107.85417, 404.2814, 428.60797]","[201.95569, 377.3089, 386.9181, 776.25226]"
dating (393),male,Dating,nan,jeans,t_shirt,coat,black,black,collar,thigh_length,full_length,button,long,nan,"[209.7566, 139.30426, 405.54703, 430.2441]","[242.57162, 426.04483, 352.09668, 522.79517]"
dating (394),male,Dating,nan,jeans,t_shirt,nan,blue,grey,collar,hip_length,full_length,pullover,short,nan,"[151.04604, 150.51181, 435.2084, 469.28104]","[145.93533, 436.29483, 375.8934, 889.7437]"
dating (395),male,Dating,nan,pants/trousers,t_shirt,nan,blue,white,round_neck,hip_length,full_length,pullover,short,nan,"[203.66873, 179.85547, 452.3021, 497.8732]","[220.40451, 464.5399, 401.69205, 818.0415]"
dating (396),male,Dating,nan,jeans,shirt_blouse,blazer,blue,navy,collar,hip_length,full_length,button,long,nan,"[184.6088, 126.88865, 397.25958, 438.96796]","[207.84569, 390.5906, 446.596, 664.4136]"
dating (397),male,Dating,nan,jeans,t_shirt,jacket,black,multi,collar,hip_length,full_length,button,long,nan,"[144.36824, 188.55963, 450.0183, 509.90015]","[139.12694, 468.64984, 462.10132, 842.26416]"
dating (398),male,Dating,nan,jeans,t_shirt,nan,blue,white,collar,hip_length,full_length,pullover,short,nan,"[94.903854, 190.9007, 281.57755, 429.25122]","[125.30116, 409.87296, 261.15668, 701.31616]"
dating (399),male,Dating,nan,pants/trousers,t_shirt,blazer,grey,black,collar,hip_length,full_length,button,long,nan,"[147.21457, 151.13083, 432.76443, 504.2254]","[200.60667, 478.27777, 415.6454, 869.04834]"
dating (400),male,Dating,nan,pants/trousers,shirt_blouse,blazer,white,navy,collar,hip_length,full_length,button,long,nan,"[151.3166, 100.77398, 396.646, 357.90817]","[188.46663, 326.88168, 340.78, 619.64954]"
dating (401),male,Dating,nan,jeans,shirt_blouse,vest_waistcoat,black,grey,collar,hip_length,full_length,button,short,nan,"[204.73653, 89.86509, 364.07773, 287.08743]","[366.89307, 256.92758, 511.33105, 521.6663]"
dating (402),male,Dating,nan,jeans,sweatshirt_hoodies,jacket,black,red,hooded,hip_length,full_length,button,long,nan,"[127.72427, 96.398094, 474.3741, 355.49673]","[201.9621, 325.77924, 354.82047, 686.7937]"
dating (403),male,Dating,nan,pants/trousers,t_shirt,jacket,blue,brown,collar,hip_length,full_length,zip,long,nan,"[109.56645, 88.87961, 347.76974, 371.04105]","[153.09183, 308.07867, 328.6303, 619.44037]"
dating (404),male,Dating,nan,pants/trousers,sweater,jacket,grey,blue,round_neck,hip_length,full_length,zip,three_quarter,nan,"[51.381927, 164.50279, 254.89838, 406.06702]","[96.46804, 379.6331, 227.58652, 598.38104]"
dating (405),male,Dating,nan,pants/trousers,t_shirt,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[179.99002, 82.70906, 346.00076, 331.18362]","[187.40799, 272.4198, 316.5128, 580.8848]"
dating (406),male,Dating,nan,jeans,t_shirt,jacket,black,blue,collar,hip_length,full_length,button,short,nan,"[188.21727, 303.74713, 384.5673, 552.64465]","[238.13313, 490.48593, 366.3074, 762.87933]"
dating (407),male,Dating,nan,pants/trousers,shirt_blouse,blazer,black,blue,collar,hip_length,full_length,button,long,nan,"[242.97891, 166.40762, 458.81003, 470.11792]","[256.6274, 443.64227, 419.10587, 744.7664]"
dating (408),male,Dating,nan,jeans,t_shirt,jacket,blue,brown,round_neck,hip_length,full_length,zip,long,nan,"[50.078007, 84.73425, 217.83595, 286.51053]","[68.784004, 249.27423, 185.13469, 494.4117]"
dating (409),male,Dating,nan,pants/trousers,sweater,nan,brown,blue,round_neck,hip_length,full_length,pullover,long,nan,"[121.525246, 169.4458, 358.34464, 430.7378]","[163.35358, 403.11105, 329.8064, 713.1719]"
dating (410),male,Dating,nan,pants/trousers,sweater,blazer,navy,grey,collar,hip_length,full_length,button,long,nan,"[125.423, 125.199425, 403.52853, 509.3782]","[152.6723, 465.972, 353.90845, 658.2285]"
dating (411),male,Dating,nan,jeans,t_shirt,jacket,grey,grey,round_neck,hip_length,full_length,zip,long,nan,"[122.263794, 295.26047, 397.94287, 604.93134]","[178.79787, 571.6059, 339.64526, 890.2113]"
dating (412),male,Dating,nan,jeans,sweater,nan,white,navy,round_neck,hip_length,full_length,pullover,three_quarter,nan,"[41.507664, 99.763145, 219.1115, 268.65234]","[46.171276, 259.79855, 164.63037, 497.26508]"
dating (413),male,Dating,nan,jeans,t_shirt,jacket,white,orange,round_neck,hip_length,full_length,zip,long,nan,"[146.2568, 236.98143, 441.337, 620.6185]","[170.50453, 528.967, 378.7165, 934.90295]"
dating (414),male,Dating,nan,jeans,t_shirt,blazer,black,grey,collar,hip_length,full_length,button,long,nan,"[193.81381, 181.55061, 407.4334, 463.87558]","[221.23914, 423.03522, 369.95016, 730.02527]"
dating (415),male,Dating,nan,jeans,t_shirt,jacket,black,brown,collar,hip_length,full_length,button,short,nan,"[136.2059, 96.45589, 409.65982, 454.93372]","[204.5412, 403.56558, 380.2371, 752.58826]"
dating (416),male,Dating,nan,jeans,sweatshirt_hoodies,nan,navy,grey,hooded,hip_length,full_length,pullover,three_quarter,nan,"[186.50116, 259.20776, 427.5761, 533.1405]","[209.10303, 515.4824, 369.4818, 803.82855]"
dating (417),male,Dating,nan,pants/trousers,shirt_blouse,coat,navy,grey,collar,hip_length,full_length,button,long,nan,"[173.22316, 185.54317, 405.81003, 510.70142]","[207.62837, 418.1169, 360.64096, 744.4224]"
dating (418),male,Dating,nan,pants/trousers,sweater,nan,navy,multi,collar,hip_length,full_length,pullover,three_quarter,nan,"[152.1267, 171.71101, 406.73593, 428.51398]","[194.96529, 419.5737, 363.2687, 772.55566]"
dating (419),male,Dating,nan,jeans,t_shirt,nan,navy,white,collar,hip_length,full_length,pullover,short,nan,"[47.940445, 108.54054, 260.03598, 334.46655]","[100.75475, 330.36783, 245.19054, 628.6483]"
dating (420),male,Dating,nan,jeans,shirt_blouse,coat,blue,grey,collar,hip_length,full_length,button,long,nan,"[136.21999, 123.85241, 413.3624, 493.41428]","[211.67659, 383.66415, 364.56042, 755.179]"
dating (421),male,Dating,nan,pants/trousers,sweater,nan,brown,white,round_neck,hip_length,full_length,pullover,three_quarter,nan,"[62.542385, 263.36707, 464.89883, 638.65515]","[110.50541, 599.43335, 349.18945, 1113.4346]"
dating (422),male,Dating,nan,jeans,shirt_blouse,nan,black,multi,collar,hip_length,full_length,button,short,nan,"[168.45325, 146.97414, 371.68607, 395.99707]","[197.68745, 361.8924, 345.82565, 632.47546]"
dating (423),male,Dating,nan,jeans,shirt_blouse,blazer,blue,navy,collar,hip_length,full_length,button,long,nan,"[60.52764, 59.68048, 170.87312, 202.87473]","[78.85502, 190.77603, 168.55765, 357.2588]"
dating (424),male,Dating,nan,jeans,t_shirt,jacket,black,navy,collar,hip_length,full_length,button,long,nan,"[133.22675, 121.297066, 381.928, 407.81366]","[189.63988, 378.5013, 358.0041, 706.7918]"
dating (425),male,Dating,nan,pants/trousers,t_shirt,nan,grey,white,v_neck,hip_length,full_length,pullover,three_quarter,nan,"[210.5202, 215.91272, 358.9732, 440.9588]","[205.728, 431.35486, 325.3984, 719.2155]"
dating (426),male,Dating,nan,pants/trousers,shirt_blouse,nan,black,multi,collar,hip_length,full_length,button,short,nan,"[229.34073, 85.81629, 413.14423, 299.68167]","[244.54396, 260.21875, 377.0003, 558.7313]"
dating (427),male,Dating,nan,jeans,sweater,nan,navy,grey,collar,hip_length,full_length,pullover,long,nan,"[163.58919, 161.78676, 365.53983, 426.28564]","[200.05003, 416.07147, 355.34146, 747.59045]"
dating (428),male,Dating,nan,pants/trousers,t_shirt,nan,black,white,round_neck,hip_length,full_length,pullover,short,nan,"[120.218506, 150.5739, 332.09686, 354.80023]","[133.26982, 347.2327, 305.8418, 699.5718]"
dating (429),male,Dating,nan,pants/trousers,shirt_blouse,nan,grey,white,collar,hip_length,full_length,button,long,nan,"[164.31238, 148.59538, 353.61935, 325.79608]","[189.13994, 310.19254, 323.53235, 618.2412]"
dating (430),male,Dating,nan,jeans,shirt_blouse,nan,white,blue,collar,hip_length,full_length,button,three_quarter,nan,"[144.20737, 137.78821, 321.21396, 281.29523]","[190.17781, 281.9296, 312.15573, 522.7188]"
dating (431),male,Dating,nan,pants/trousers,shirt_blouse,blazer,brown,navy,collar,hip_length,full_length,button,long,nan,"[100.01803, 118.40215, 246.84425, 274.23087]","[115.2083, 249.47513, 211.44754, 448.93726]"
dating (432),male,Dating,nan,jeans,t_shirt,nan,blue,black,round_neck,hip_length,full_length,pullover,short,nan,"[227.6239, 160.23497, 392.73718, 344.0872]","[245.64621, 326.51657, 444.608, 568.1642]"
dating (433),male,Dating,nan,pants/trousers,shirt_blouse,nan,black,white,collar,hip_length,full_length,button,long,nan,"[121.01341, 137.32848, 312.1682, 345.14667]","[149.46635, 319.41248, 287.82956, 598.6275]"
dating (434),male,Dating,nan,jeans,sweatshirt_hoodies,jacket,grey,grey,hooded,hip_length,full_length,button,long,nan,"[135.39958, 99.81191, 384.28946, 336.96887]","[207.52014, 313.3933, 369.19907, 583.33484]"
dating (435),male,Dating,nan,pants/trousers,t_shirt,nan,grey,black,round_neck,hip_length,full_length,pullover,short,nan,"[201.72658, 175.54617, 360.22076, 354.52478]","[205.82664, 341.60373, 327.449, 581.315]"
dating (436),male,Dating,nan,jeans,shirt_blouse,nan,black,multi,collar,hip_length,full_length,button,three_quarter,nan,"[67.64323, 154.80911, 321.1413, 460.34637]","[118.453384, 391.10782, 301.95575, 707.5075]"
dating (437),male,Dating,nan,jeans,sweater,jacket,black,blue,collar,hip_length,full_length,button,long,nan,"[117.8606, 169.77066, 384.49615, 465.2692]","[176.36546, 457.52628, 350.72406, 786.97473]"
dating (438),male,Dating,nan,jeans,shirt_blouse,cardigan,blue,black,collar,hip_length,full_length,zip,long,nan,"[150.78552, 94.096886, 390.34662, 387.61752]","[178.39671, 370.6901, 346.08383, 701.02264]"
dating (439),male,Dating,nan,jeans,t_shirt,nan,black,white,round_neck,hip_length,full_length,pullover,short,nan,"[140.13174, 104.79222, 318.24194, 314.4492]","[128.59741, 291.53308, 273.35446, 554.7997]"
dating (440),male,Dating,nan,pants/trousers,shirt_blouse,jacket,blue,white,collar,hip_length,full_length,button,long,nan,"[99.548996, 170.70119, 467.25095, 536.4603]","[158.50838, 439.9684, 376.77032, 906.6603]"
dating (441),male,Dating,nan,jeans,shirt_blouse,nan,blue,white,collar,hip_length,full_length,button,short,nan,"[108.29147, 129.03853, 253.60945, 315.77542]","[127.65285, 294.8545, 238.5116, 510.90497]"
dating (442),male,Dating,nan,jeans,shirt_blouse,cardigan,blue,blue,collar,hip_length,full_length,button,long,nan,"[161.36255, 149.38141, 412.51096, 441.05807]","[209.29646, 386.95016, 385.82657, 743.5004]"
dating (443),male,Dating,nan,pants/trousers,sweater,coat,grey,red,turtleneck,thigh_length,full_length,button,long,nan,"[149.66194, 221.60759, 365.05472, 550.9836]","[195.5645, 427.77676, 308.90558, 721.3565]"
dating (444),male,Dating,nan,pants/trousers,shirt_blouse,jacket,grey,blue,collar,hip_length,full_length,button,long,nan,"[124.062805, 172.42473, 376.06973, 458.5658]","[202.43642, 425.17166, 346.31982, 750.97986]"
dating (445),male,Dating,nan,jeans,shirt_blouse,nan,grey,multi,collar,hip_length,full_length,button,long,nan,"[15.249075, 138.90456, 276.42868, 409.2966]","[80.83816, 363.18127, 216.48933, 625.4152]"
dating (446),male,Dating,nan,pants/trousers,t_shirt,nan,navy,white,collar,hip_length,full_length,pullover,short,nan,"[112.3916, 167.12274, 430.74866, 548.42957]","[167.29704, 508.13495, 398.8061, 979.0819]"
dating (447),male,Dating,nan,pants/trousers,sweater,nan,brown,grey,collar,hip_length,full_length,pullover,long,nan,"[204.88391, 266.50327, 369.48776, 459.31293]","[212.20238, 428.80624, 340.81375, 687.32355]"
dating (448),male,Dating,nan,jeans,sweater,nan,black,brown,collar,hip_length,full_length,pullover,long,nan,"[101.21269, 162.69307, 381.14597, 449.34058]","[130.86, 421.63904, 321.37238, 805.4548]"
dating (449),male,Dating,nan,jeans,sweater,coat,black,black,turtleneck,thigh_length,full_length,button,long,nan,"[114.42984, 244.60292, 413.12222, 697.0412]","[144.35432, 614.56134, 331.94852, 897.0133]"
dating (450),male,Dating,nan,jeans,sweater,coat,black,grey,collar,thigh_length,full_length,button,long,nan,"[142.80594, 181.80234, 430.43616, 611.40533]","[213.16887, 499.03912, 399.95743, 841.2483]"
dating (451),male,Dating,nan,pants/trousers,sweater,nan,grey,black,round_neck,hip_length,full_length,pullover,long,nan,"[69.71259, 279.71045, 344.32376, 564.4896]","[78.49696, 544.3178, 260.65585, 883.3046]"
dating (452),male,Dating,nan,pants/trousers,shirt_blouse,coat,blue,grey,collar,thigh_length,full_length,button,long,nan,"[89.84375, 96.30403, 274.54507, 369.7742]","[127.45004, 270.47894, 234.89763, 520.25446]"
dating (453),male,Dating,nan,jeans,sweater,nan,grey,blue,collar,hip_length,full_length,pullover,long,nan,"[225.2796, 106.99231, 373.10895, 277.34525]","[232.87611, 264.6425, 347.82538, 493.18018]"
dating (454),male,Dating,nan,pants/trousers,shirt_blouse,coat,black,brown,collar,hip_length,full_length,button,long,nan,"[72.21035, 51.72317, 164.10352, 190.20326]","[97.728775, 133.24779, 156.54152, 265.4674]"
dating (455),male,Dating,nan,jeans,shirt_blouse,nan,black,multi,collar,hip_length,full_length,button,long,nan,"[172.33202, 100.61668, 351.2044, 377.18875]","[208.3329, 351.509, 347.58023, 634.4591]"
dating (456),male,Dating,nan,jeans,t_shirt,jacket,black,black,collar,hip_length,full_length,button,three_quarter,nan,"[153.84903, 111.03482, 367.8559, 378.04398]","[199.24376, 325.4525, 369.86884, 651.24475]"
dating (457),male,Dating,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[134.47417, 92.880585, 276.20172, 280.37015]","[143.32162, 235.77249, 264.07657, 473.1828]"
dating (458),male,Dating,nan,jeans,t_shirt,jacket,blue,brown,collar,hip_length,full_length,zip,long,nan,"[157.62991, 158.6097, 361.59494, 403.95767]","[193.11221, 365.42703, 339.524, 631.6236]"
dating (459),male,Dating,nan,jeans,t_shirt,nan,navy,grey,round_neck,hip_length,full_length,pullover,short,nan,"[158.95581, 135.83694, 419.9447, 417.22156]","[196.37808, 397.26828, 364.65216, 759.0144]"
dating (460),male,Dating,nan,jeans,shirt_blouse,nan,blue,white,collar,hip_length,full_length,button,three_quarter,nan,"[175.03928, 122.80864, 383.29846, 354.6339]","[200.36826, 326.51807, 343.2592, 595.189]"
dating (461),male,Dating,nan,shorts,t_shirt,nan,grey,white,round_neck,hip_length,full_length,pullover,short,nan,"[174.62762, 210.69716, 379.66068, 509.02942]","[181.27232, 486.6409, 336.3341, 627.5522]"
dating (462),male,Dating,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,short,nan,"[143.78156, 172.92827, 378.85275, 394.60556]","[202.29, 395.34015, 355.63812, 761.5091]"
dating (463),male,Dating,nan,pants/trousers,t_shirt,nan,navy,white,collar,hip_length,full_length,pullover,short,nan,"[80.061745, 128.92365, 289.53445, 347.06168]","[122.96374, 333.1799, 284.6756, 684.8027]"
dating (464),male,Dating,nan,jeans,t_shirt,nan,blue,black,round_neck,hip_length,full_length,pullover,short,nan,"[227.60933, 160.23558, 392.7341, 344.15436]","[245.64844, 326.54102, 444.6121, 568.2093]"
dating (465),male,Dating,nan,jeans,t_shirt,jacket,black,brown,collar,hip_length,full_length,zip,long,nan,"[134.6056, 126.88938, 412.4537, 428.0893]","[203.51337, 388.00983, 353.9413, 707.66]"
dating (466),male,Dating,nan,pants/trousers,t_shirt,nan,brown,blue,round_neck,hip_length,full_length,pullover,short,nan,"[181.63795, 241.92462, 398.97803, 490.02005]","[224.26534, 476.18497, 398.5249, 795.47504]"
dating (467),male,Dating,nan,jeans,shirt_blouse,blazer,blue,navy,collar,hip_length,full_length,button,long,nan,"[214.66463, 228.11586, 384.71274, 442.46783]","[229.89923, 389.63354, 344.18646, 626.132]"
dating (468),male,Dating,nan,jeans,t_shirt,nan,black,white,collar,hip_length,full_length,pullover,short,nan,"[151.91629, 266.52997, 394.39166, 541.67474]","[165.99867, 513.1898, 347.95673, 900.6758]"
dating (469),male,Dating,nan,jeans,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[94.131226, 181.25269, 344.56714, 476.3412]","[174.26387, 187.62143, 286.6401, 477.03128]"
dating (470),male,Dating,nan,athletic_pants,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,short,nan,"[212.70285, 124.80325, 368.22833, 374.84042]","[208.19275, 331.72348, 357.0857, 611.986]"
dating (471),male,Dating,nan,pants/trousers,shirt_blouse,nan,navy,white,collar,hip_length,full_length,button,long,nan,"[134.5208, 145.17911, 441.01617, 467.17398]","[164.83275, 439.483, 418.2566, 938.851]"
dating (472),male,Dating,nan,pants/trousers,shirt_blouse,nan,navy,white,collar,hip_length,full_length,button,three_quarter,nan,"[111.30056, 122.36011, 353.757, 362.13284]","[175.03409, 357.92606, 421.14395, 760.643]"
wedding (1),male,Wedding,nan,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,nan,"[35.98831, 117.216545, 282.37723, 394.97037]","[54.915707, 325.3025, 212.4929, 507.82333]"
wedding (2),male,Wedding,nan,pants/trousers,t_shirt,blazer,navy,grey,collar,hip_length,full_length,button,long,nan,"[46.52559, 124.20406, 333.04587, 448.96292]","[90.12556, 369.36972, 260.2655, 722.36255]"
wedding (3),male,Wedding,nan,jeans,t_shirt,blazer,navy,black,collar,hip_length,full_length,button,long,nan,"[62.916237, 62.86455, 195.50826, 233.64503]","[68.1374, 197.0423, 156.95888, 407.1341]"
wedding (4),male,Wedding,nan,pants/trousers,shirt_blouse,coat,blue,blue,collar,hip_length,full_length,button,long,nan,"[7.045895, 146.27477, 266.57843, 503.8593]","[64.52247, 426.15552, 240.86125, 765.70276]"
wedding (5),male,Wedding,nan,pants/trousers,shirt_blouse,nan,navy,white,collar,hip_length,full_length,button,long,nan,"[124.27628, 77.27831, 329.20178, 247.29738]","[151.30353, 246.70998, 283.7433, 543.387]"
wedding (6),male,Wedding,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[41.651176, 57.998493, 200.24794, 209.51439]","[98.01835, 172.91945, 179.16592, 325.0]"
wedding (7),male,Wedding,nan,pants/trousers,shirt_blouse,nan,grey,white,collar,hip_length,full_length,button,long,nan,"[220.88036, 245.20445, 426.83688, 462.14346]","[227.39832, 436.82483, 388.5319, 783.26825]"
wedding (8),male,Wedding,nan,jeans,shirt_blouse,blazer,blue,black,collar,hip_length,full_length,button,long,nan,"[195.55482, 128.77873, 370.2254, 357.81784]","[229.12405, 316.41022, 374.70895, 589.71704]"
wedding (9),male,Wedding,nan,pants/trousers,shirt_blouse,nan,black,white,collar,hip_length,full_length,button,long,nan,"[80.74711, 76.53881, 248.3223, 232.40607]","[102.9161, 204.91037, 213.75974, 434.0765]"
wedding (10),male,Wedding,nan,jeans,shirt_blouse,blazer,blue,blue,collar,hip_length,full_length,button,long,nan,"[124.24264, 138.63916, 329.76508, 367.6415]","[175.60234, 332.0872, 298.38696, 586.12744]"
wedding (11),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,blue,collar,hip_length,full_length,button,long,nan,"[153.22076, 195.23016, 330.8052, 408.17548]","[169.71364, 351.03265, 303.8534, 625.4282]"
wedding (12),male,Wedding,nan,leggings,top_others,nan,white,white,round_neck,knee_length,full_length,button,long,nan,"[163.96292, 96.01139, 333.05725, 394.2901]","[189.15906, 421.73306, 286.80527, 537.69403]"
wedding (13),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,navy,collar,hip_length,full_length,button,long,nan,"[107.44494, 135.25603, 382.90573, 483.90396]","[149.90865, 376.46484, 330.21478, 520.9284]"
wedding (14),male,Wedding,nan,pants/trousers,shirt_blouse,nan,black,white,collar,hip_length,full_length,button,long,nan,"[143.59482, 119.1255, 366.8306, 334.26596]","[180.3167, 319.27228, 334.87445, 646.72064]"
wedding (15),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[4.51142, 146.44125, 215.55418, 429.28687]","[62.139805, 355.72183, 228.46849, 660.0]"
wedding (16),male,Wedding,nan,pants/trousers,shirt_blouse,nan,black,white,collar,hip_length,full_length,button,long,nan,"[160.47528, 164.90778, 321.07727, 336.7898]","[171.83907, 328.76443, 290.1531, 588.806]"
wedding (17),male,Wedding,nan,jeans,t_shirt,blazer,white,multi,collar,hip_length,full_length,button,long,nan,"[131.27501, 137.50658, 357.1589, 603.1422]","[23.988192, 151.18236, 429.0815, 657.0337]"
wedding (18),male,Wedding,nan,pants/trousers,shirt_blouse,nan,grey,blue,collar,hip_length,full_length,button,long,nan,"[142.52849, 159.10428, 311.38644, 300.1146]","[160.74777, 292.7934, 261.3202, 527.17505]"
wedding (19),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,blue,collar,hip_length,full_length,button,long,nan,"[248.29541, 320.5296, 436.5155, 555.4609]","[293.42038, 493.8367, 437.60233, 748.09937]"
wedding (20),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,blue,collar,hip_length,full_length,button,long,nan,"[113.21958, 137.799, 248.64774, 331.44727]","[140.11595, 276.09473, 239.04839, 478.62177]"
wedding (21),male,Wedding,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[103.58642, 75.604546, 298.6321, 294.5076]","[136.30484, 250.67635, 273.88913, 548.7322]"
wedding (22),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[44.83681, 46.74738, 158.25424, 200.11475]","[60.04323, 148.98459, 128.88417, 338.90436]"
wedding (23),male,Wedding,nan,pants/trousers,nan,vest_waistcoat,black,black,collar,hip_length,full_length,button,long,nan,"[30.742336, 124.26473, 342.69437, 419.51758]","[70.450134, 365.771, 215.9312, 640.7921]"
wedding (24),male,Wedding,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,long,nan,"[197.8723, 317.30325, 329.81372, 475.4983]","[159.29639, 457.31528, 290.74115, 643.5389]"
wedding (25),male,Wedding,nan,pants/trousers,shirt_blouse,nan,brown,blue,collar,hip_length,full_length,button,long,nan,"[158.02763, 187.81494, 351.69656, 366.0933]","[193.22795, 359.66974, 311.31207, 620.2485]"
wedding (26),male,Wedding,nan,pants/trousers,shirt_blouse,vest_waistcoat,blue,blue,collar,hip_length,full_length,button,long,nan,"[156.66597, 102.73453, 307.3267, 299.25055]","[177.44484, 275.5002, 290.42447, 512.95593]"
wedding (27),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,brown,collar,hip_length,full_length,button,long,nan,"[153.37779, 153.55032, 283.98166, 346.54703]","[150.4909, 296.4859, 258.10797, 508.57233]"
wedding (28),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,grey,collar,hip_length,full_length,button,long,nan,"[127.350266, 134.56444, 292.85352, 380.9662]","[151.54683, 304.84634, 266.38998, 576.42737]"
wedding (29),male,Wedding,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[146.38387, 127.40316, 412.0224, 442.12183]","[183.34976, 354.0375, 314.96783, 722.59644]"
wedding (30),male,Wedding,nan,jeans,shirt_blouse,nan,grey,white,collar,hip_length,full_length,button,long,nan,"[149.18091, 144.36066, 304.00348, 305.58435]","[158.63878, 296.73978, 277.46136, 519.58594]"
wedding (31),male,Wedding,nan,pants/trousers,top_others,nan,white,blue,collar,hip_length,full_length,button,long,nan,"[113.02193, 87.75851, 303.43747, 418.25247]","[121.0189, 322.54898, 239.32979, 533.03784]"
wedding (32),male,Wedding,nan,pants/trousers,shirt_blouse,nan,black,white,collar,hip_length,full_length,button,long,nan,"[134.9104, 131.16206, 333.8717, 343.52554]","[171.41661, 326.408, 301.70935, 631.7943]"
wedding (33),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[76.82315, 190.39403, 366.8999, 573.54694]","[134.94777, 501.5051, 312.595, 706.86066]"
wedding (34),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,blue,collar,hip_length,full_length,button,long,nan,"[57.00901, 70.98194, 206.43697, 261.6214]","[82.22001, 202.82005, 178.10751, 282.2807]"
